customer_id,ssn,name,birth_date,marital_status,income_bracket,signup_date,city,state,payment_method,acquisition_channel,credit_score,cancellation_date
2187,164-07-1619,Elizabeth Gallagher,1957-05-02,Divorced,D,1986-08-31,Lake Thomas,DE,Direct Debit,Physical Store,375,
2188,405-36-6511,Dawn Roman,1977-07-24,Single,B,2006-05-07,Cochranville,MP,Direct Debit,Telesales,306,
2189,542-77-1158,Renee Lee,1973-07-14,Married,B,2006-12-07,Millerfort,DE,Bank Slip,Telesales,656,
2190,596-63-1396,Tonya Nguyen,2003-02-06,Married,C,2024-10-26,East Donaldview,CT,Credit Card,Online,400,
2191,197-38-4378,Brandi Hayes,1946-12-02,Widowed,A,1968-03-09,Jeffreychester,MI,Bank Slip,Physical Store,379,
2192,249-60-3361,Amy Lester,1974-12-22,Divorced,D,2020-03-19,Toniport,AR,Direct Debit,Telesales,323,
2193,422-02-5739,Margaret Ball,1957-05-02,Divorced,A,1999-06-09,East Maryton,PW,Direct Debit,Telesales,780,
2194,694-41-7238,Erin Erickson,2003-04-05,Married,A,2023-03-15,West Anthonyfurt,WY,Bank Slip,Online,351,
2195,757-79-5031,Tiffany Nelson,1948-01-17,Married,C,2019-05-22,South Austinbury,MO,Direct Debit,Partner,807,
2196,082-65-5948,Jessica West,1970-03-30,Divorced,C,1995-02-27,Port Amanda,OH,Direct Debit,Physical Store,452,
2197,503-37-9552,Susan Reed,2002-12-12,Single,C,2022-11-13,Randyfort,MH,Credit Card,Online,612,2025-05-31
2198,893-19-6773,Kathy King,1989-12-28,Widowed,D,2020-02-05,Port Adriana,AL,Bank Slip,Physical Store,519,
2199,016-13-3432,George Townsend,1946-05-28,Widowed,B,2016-10-23,Lake Michelle,OH,Bank Slip,Online,635,2024-09-10
2200,519-97-7347,Sarah Robinson,1954-06-03,Divorced,A,1992-09-14,South Michaeltown,AS,Credit Card,Online,575,
2201,098-32-8347,Andrea Carroll,1986-12-15,Married,B,2008-05-12,Wandafurt,KS,Direct Debit,Telesales,316,
2202,380-48-2553,Albert Jarvis,1993-02-09,Single,C,2023-06-01,Rodriguezbury,NC,Bank Slip,Telesales,752,
2203,025-49-5586,Mark Newman,2002-10-31,Widowed,C,2021-07-13,East Terriberg,VT,Bank Slip,Telesales,816,
2204,232-88-2665,Luis Farrell,1978-05-09,Widowed,B,2004-06-15,Smithfort,MH,Direct Debit,Online,443,
2205,742-46-1826,William Jackson,1967-01-14,Divorced,A,2010-10-14,Clarkmouth,MA,Credit Card,Online,441,
2206,138-96-6063,Teresa Stokes,1964-08-10,Single,A,1983-07-12,Lake Timothy,PR,Credit Card,Online,302,
2207,443-88-5746,Adam Morgan,1971-05-16,Divorced,D,2014-08-31,Johnnyborough,TX,Bank Slip,Partner,331,
2208,721-57-9139,Dr. Jason Jones,1994-10-31,Widowed,D,2021-07-13,New Jason,WY,Bank Slip,Telesales,825,
2209,266-98-5510,Sarah Arnold,1992-03-24,Widowed,C,2011-01-11,Port Amber,MI,Bank Slip,Physical Store,720,
2210,105-99-3331,Edward Smith,1989-06-08,Widowed,B,2012-03-23,Cartermouth,AR,Direct Debit,Telesales,659,
2211,389-66-2888,Jared Nelson,1950-05-25,Divorced,D,2024-10-30,Lake Michelle,IA,Credit Card,Physical Store,411,
2212,670-40-7242,Briana Valdez,1968-04-04,Widowed,A,2004-06-28,North Emilychester,CO,Direct Debit,Online,795,
2213,362-97-0579,Erik Walker,1960-02-06,Divorced,D,1996-01-24,Port Joseph,DE,Credit Card,Partner,554,
2214,070-73-3408,John Hunter,1947-06-24,Single,B,2025-01-02,South Brianburgh,PR,Direct Debit,Online,694,
2215,715-68-2410,Gary Fischer,1963-08-03,Widowed,C,1984-09-08,West Katieberg,MS,Credit Card,Online,484,
2216,196-12-6607,Robert Ramirez,1998-10-20,Married,B,2021-10-08,Port Jeanfort,OR,Bank Slip,Partner,509,
2217,410-91-6432,Jeremy Lee,2005-04-08,Married,A,2025-04-23,Port Rachel,OR,Bank Slip,Telesales,513,
2218,062-32-2795,Jessica Boyd,1961-01-08,Divorced,C,2005-04-23,Buckview,MH,Bank Slip,Physical Store,724,
2219,699-55-5954,Rachel Blackburn,1985-05-30,Widowed,A,2014-04-17,Johnberg,MH,Bank Slip,Telesales,700,
2220,019-45-0377,Heather Hughes,1974-10-14,Married,B,2016-05-08,Lake Katelynville,AL,Direct Debit,Online,314,
2221,634-62-0401,David Green,1991-01-15,Widowed,A,2022-12-20,South Michelle,FL,Bank Slip,Physical Store,612,
2222,269-17-4060,Joseph Romero,1975-08-11,Divorced,A,2012-09-27,South Donna,IN,Bank Slip,Partner,562,
2223,638-12-0501,Tyler Wall,1961-05-20,Married,A,1980-09-24,Porterville,MS,Bank Slip,Online,353,
2224,685-29-9727,Rebecca Bradley,1962-02-21,Married,A,1991-08-09,Kleinmouth,NC,Direct Debit,Online,661,
2225,365-07-9115,Joshua Goodman,1944-07-19,Married,D,2008-08-12,Lake Brittanyhaven,OR,Credit Card,Partner,413,
2226,513-39-0331,Samantha Sullivan,1959-08-28,Single,C,2021-06-30,Patrickfurt,MT,Direct Debit,Telesales,783,2021-07-27
2227,032-98-8983,Kristy Santiago,1976-11-09,Divorced,A,2019-03-05,East Janetland,NY,Credit Card,Online,773,
2228,590-05-3976,Matthew Le,1966-11-01,Single,D,1992-09-05,Latashamouth,AR,Direct Debit,Partner,502,
2229,788-45-2487,Lauren Morris,1965-10-22,Married,A,2023-04-28,Port Troy,OR,Credit Card,Telesales,482,2024-11-25
2230,842-47-3760,Leonard Conley,1986-05-16,Divorced,A,2011-07-24,New Ashley,LA,Bank Slip,Physical Store,661,
2231,383-34-6463,Paula Reyes,1985-03-22,Divorced,B,2003-04-01,Chenmouth,RI,Direct Debit,Partner,406,
2232,615-01-5343,Marc Anderson,1979-07-20,Divorced,B,2014-05-16,Lake Erik,CA,Credit Card,Telesales,653,
2233,743-90-5430,Timothy King,1948-02-16,Single,D,1972-01-09,New Alexport,PW,Bank Slip,Physical Store,525,
2234,038-81-4801,William Dennis,1992-05-28,Single,C,2021-09-24,West Patriciaville,IA,Bank Slip,Partner,530,
2235,407-08-4422,Kevin Benitez,1982-10-21,Married,C,2018-02-02,North Paul,LA,Direct Debit,Telesales,714,
2236,708-75-2394,Alexandra Russell,1990-07-01,Widowed,D,2009-05-11,North Charleneside,MO,Direct Debit,Physical Store,836,
2237,478-11-7459,Phillip Carson,1955-03-14,Divorced,C,2013-06-01,Tracyton,WA,Credit Card,Online,581,
2238,797-91-0843,Melissa Barrett,1990-12-27,Single,C,2022-01-15,Port Julie,SD,Bank Slip,Online,378,
2239,432-85-3654,Mary Griffin,2006-02-14,Divorced,C,2024-12-26,Lake Ericville,RI,Credit Card,Telesales,394,
2240,898-91-5153,Tom Austin,1997-09-29,Married,B,2020-10-24,Warnermouth,VI,Credit Card,Physical Store,793,
2241,158-53-8942,Mr. James Oneal PhD,2006-01-02,Divorced,A,2024-11-14,Lake Gabrielside,WA,Credit Card,Physical Store,311,
2242,238-18-9730,Brian Patrick,1999-02-08,Married,A,2020-06-29,South Lisa,MS,Direct Debit,Partner,399,
2243,308-60-0313,David Richard,2000-07-13,Divorced,B,2021-08-13,Morganstad,GA,Credit Card,Telesales,302,
2244,368-19-8791,Zachary Mcconnell,2007-02-25,Widowed,B,2025-04-22,New Ashleyside,ND,Direct Debit,Partner,635,
2245,628-44-2098,Mark Diaz,1957-05-25,Divorced,A,2023-04-03,Reginamouth,PA,Credit Card,Telesales,321,
2246,312-15-4884,Anna Clark,1954-03-18,Single,C,1979-12-27,Mooreside,AZ,Bank Slip,Partner,507,1993-07-04
2247,830-93-3960,Maria Moore,1959-04-01,Single,D,1983-11-22,West Brandonside,NM,Direct Debit,Telesales,342,
2248,752-03-8019,Mario Garza,1995-12-27,Single,D,2020-08-29,New Nicole,MT,Direct Debit,Telesales,307,
2249,523-72-2301,Catherine Ware,1986-08-07,Single,C,2022-05-18,East Aaronfort,LA,Bank Slip,Physical Store,316,
2250,085-27-0778,Zachary Reilly,1997-09-16,Married,C,2020-07-31,Larsenland,MA,Direct Debit,Physical Store,444,2023-11-03
2251,225-49-7848,Sydney Hopkins,1957-03-30,Widowed,B,1988-05-31,Louisville,IA,Credit Card,Online,317,
2252,417-69-7424,Nancy Warren,2004-10-01,Single,C,2023-05-11,New Chelsea,AR,Bank Slip,Physical Store,666,
2253,230-17-3357,Christina Hernandez,1990-04-28,Divorced,C,2021-10-19,Laurenfurt,HI,Bank Slip,Online,334,
2254,566-77-0022,Jenna Adams,1977-07-23,Widowed,A,2014-05-17,New Marieville,MA,Direct Debit,Telesales,435,
2255,180-40-7603,Courtney Lane,1952-03-15,Married,B,2000-09-30,Jeffreyfort,AR,Bank Slip,Telesales,825,2015-10-22
2256,461-22-8785,Antonio Russell,1951-05-09,Widowed,D,2000-11-11,North Joseph,CT,Credit Card,Online,329,
2257,029-98-5670,Mrs. Tonya Roberts,1973-09-13,Married,C,2013-09-25,Toddton,AK,Direct Debit,Physical Store,672,
2258,716-02-5825,Amanda Smith,1956-09-09,Widowed,C,1996-03-03,Jessicaburgh,PR,Bank Slip,Partner,606,
2259,062-92-9530,David Mcguire,1968-11-20,Single,A,2009-11-14,West Bettyside,HI,Credit Card,Physical Store,774,
2260,454-16-4812,Mark Stanley,2003-04-10,Married,B,2024-08-14,Port Robin,MT,Direct Debit,Telesales,683,
2261,262-61-7586,Sandy Lozano,1985-10-08,Divorced,D,2007-10-09,Audreyshire,RI,Bank Slip,Partner,419,
2262,466-67-1548,Lee Gray,2000-04-27,Divorced,D,2024-08-12,Lake Scott,AZ,Credit Card,Partner,422,
2263,454-71-8169,Melissa Garcia,1952-05-16,Divorced,C,2007-02-05,Leonardmouth,AZ,Direct Debit,Telesales,381,
2264,631-42-4383,Benjamin Morris,1980-06-29,Widowed,C,2013-03-02,New Jessicamouth,UT,Direct Debit,Physical Store,793,
2265,278-31-9192,Robert Barrera,1955-11-16,Married,A,1992-07-21,Hickmanside,LA,Bank Slip,Telesales,468,
2266,455-29-7063,Donald Watkins,1966-04-01,Widowed,D,2008-04-18,South Christinashire,LA,Direct Debit,Telesales,564,
2267,109-54-4597,Mallory Anderson,1971-11-12,Single,B,2002-01-14,Angelicaborough,FM,Bank Slip,Partner,521,2015-08-12
2268,037-56-3218,Diana Myers,1997-02-07,Single,B,2021-10-28,West Sarah,NM,Bank Slip,Physical Store,473,
2269,021-58-5631,Jacqueline Hahn,1975-07-28,Married,D,2002-03-27,Carterfurt,MS,Bank Slip,Telesales,487,
2270,792-21-3600,Ariana Francis,1964-11-18,Single,B,1985-12-28,Dawnborough,NY,Credit Card,Online,425,
2271,583-93-9136,Meredith Moses,1961-05-29,Widowed,A,1994-04-11,Port Bradfort,ID,Direct Debit,Partner,498,
2272,265-80-6171,Meghan Faulkner,1971-04-19,Single,C,1989-09-08,West Ryan,SC,Credit Card,Physical Store,551,
2273,051-04-9579,Daniel Berg,1998-01-18,Single,D,2024-07-26,Johnsonberg,WA,Direct Debit,Partner,692,2024-11-18
2274,336-68-7259,Brittany Simmons,1997-07-02,Widowed,C,2020-04-05,New Ashleystad,SD,Credit Card,Telesales,662,2022-11-28
2275,400-21-7993,Frank Ortiz,2006-08-24,Single,A,2025-01-31,South Benjamin,IL,Direct Debit,Online,486,
2276,515-01-1298,Anna Rodriguez,1982-05-31,Married,B,2006-10-19,New Eric,PR,Bank Slip,Online,341,
2277,016-30-5577,Michelle Thompson,1966-08-19,Divorced,A,2013-01-23,Boyerfurt,PA,Direct Debit,Physical Store,662,2017-12-20
2278,216-39-7754,Timothy Davis,1978-01-03,Single,A,2018-06-14,Theresaton,MI,Direct Debit,Physical Store,680,
2279,798-42-4874,Antonio Hale,2003-04-17,Married,C,2022-07-15,North Ellenberg,MO,Credit Card,Online,615,
2280,034-79-9734,Victoria Bryant,1958-08-05,Single,C,1999-11-15,West Melanie,NE,Bank Slip,Telesales,553,
2281,812-20-8439,Mary Jones,1949-11-08,Married,D,1984-05-23,Wilsonhaven,PW,Direct Debit,Telesales,646,
2282,276-72-2080,Ryan Solomon,1979-10-30,Single,A,2003-01-29,North Sarah,OH,Direct Debit,Online,704,
2283,332-29-1871,Laura Adams,1966-03-03,Widowed,A,2004-07-05,Sarahchester,PW,Direct Debit,Telesales,544,
2284,791-67-7047,Linda Lam,1957-07-19,Divorced,C,2008-04-22,South Patriciamouth,SC,Direct Debit,Physical Store,821,
2285,808-26-1410,Latasha Williams,1984-03-05,Divorced,D,2010-09-26,Maxwellstad,GU,Credit Card,Partner,388,
2286,618-16-0894,Michael Owens,1989-08-06,Married,C,2009-01-02,Johnsonberg,MH,Direct Debit,Physical Store,599,
2287,228-13-2439,Caroline Johnson,1985-01-18,Widowed,D,2004-02-03,Port Lisa,NV,Credit Card,Online,489,
2288,757-30-7803,Michael Rice,1967-05-19,Divorced,B,1993-06-07,Robinshire,NE,Credit Card,Online,667,
2289,271-60-1072,Gary Adams,1957-11-22,Single,A,2018-10-13,New Jamesbury,IA,Credit Card,Partner,542,
2290,675-39-2033,Eric Williams,1983-03-10,Married,A,2015-01-24,Port Kristinashire,WA,Direct Debit,Physical Store,749,
2291,601-67-7956,Gina Snyder,1948-06-18,Divorced,D,2013-10-12,Perezville,OK,Credit Card,Telesales,376,
2292,469-72-6615,Margaret Johnson,1991-07-15,Divorced,A,2017-09-03,Petersfurt,FM,Direct Debit,Telesales,422,
2293,515-13-8080,Elizabeth Graves DVM,1995-05-26,Divorced,C,2024-01-11,West Ross,NH,Direct Debit,Online,500,
2294,670-69-4702,Travis Ruiz,1952-11-10,Divorced,B,2025-05-05,South Jonathan,IA,Bank Slip,Telesales,326,
2295,570-03-4051,Richard Powers,1960-04-20,Single,A,1979-12-02,Thomasland,ME,Bank Slip,Physical Store,346,
2296,109-64-8132,Corey Richardson,1994-03-12,Single,B,2024-10-22,East Crystalberg,AS,Credit Card,Physical Store,316,
2297,291-69-5525,William Ramos,1945-12-28,Widowed,B,1974-01-01,Dwayneshire,DE,Credit Card,Physical Store,710,
2298,730-94-5143,Pedro Goodman,1965-11-29,Widowed,A,2022-10-29,New Adammouth,PW,Direct Debit,Physical Store,533,
2299,204-50-6951,Lauren Carroll,1954-11-07,Single,C,1974-08-22,Stephaniehaven,WY,Bank Slip,Online,436,
2300,291-83-1663,Valerie Cox,1994-09-16,Single,D,2024-03-19,West Daniel,SC,Direct Debit,Physical Store,674,
2301,402-31-7492,Jennifer Mejia,1972-08-02,Married,C,2000-12-22,South Lisaport,HI,Bank Slip,Online,340,
2302,439-18-1899,Jason Wilson,1991-03-20,Divorced,B,2010-02-15,South Bruce,TN,Bank Slip,Partner,545,
2303,786-77-7131,Christopher Beard,1954-11-16,Married,B,1987-07-23,Jonesport,NY,Credit Card,Online,805,
2304,731-42-7329,Michael Lopez,1948-09-06,Divorced,C,1995-10-16,South Stacyfort,ME,Bank Slip,Online,646,
2305,089-37-5004,Glenn Bowman,1982-12-01,Divorced,C,2006-10-21,East Jessica,MD,Credit Card,Online,741,
2306,790-36-3380,Jennifer Baker,1991-11-16,Married,B,2019-08-26,North Wayne,OK,Direct Debit,Partner,496,
2307,447-31-6845,Lauren Lewis,1970-05-13,Widowed,D,1995-02-07,Port Juanville,PA,Direct Debit,Partner,606,2020-01-16
2308,591-92-2326,Melissa Shepard,1967-05-24,Married,D,1986-04-20,Kathyborough,KY,Bank Slip,Online,822,
2309,349-45-1473,Tyler May,1965-06-23,Single,C,2000-06-02,Smithstad,MA,Credit Card,Physical Store,758,
2310,593-63-1518,Heather Ray,1984-09-15,Single,B,2006-07-28,Greerview,RI,Credit Card,Partner,391,
2311,194-64-6701,Amber Flores,1983-04-02,Divorced,C,2022-11-19,Masonton,FL,Bank Slip,Physical Store,709,2022-12-24
2312,367-54-9279,Stephen Hughes,1989-11-13,Married,B,2010-08-05,West Charlesshire,NJ,Credit Card,Online,666,
2313,489-56-3201,Sean Hartman,2005-01-03,Married,C,2023-09-09,New Kenneth,NM,Bank Slip,Physical Store,522,
2314,891-71-5099,Rebecca Lang,1965-02-12,Married,D,1999-03-20,Brittanyborough,NC,Direct Debit,Telesales,776,2020-04-07
2315,520-43-7596,Dana Baxter,1973-12-03,Married,A,2009-03-20,Millerton,AS,Bank Slip,Physical Store,423,
2316,041-14-6603,Austin Rollins,1996-03-28,Widowed,A,2017-02-03,Port Derek,KY,Credit Card,Online,313,
2317,591-19-6020,Vincent Chen,1978-03-28,Widowed,A,2005-02-21,Port Sara,CA,Bank Slip,Physical Store,659,2021-05-01
2318,670-50-2248,Adam Roach,1996-07-08,Divorced,B,2021-01-04,Obrientown,PR,Credit Card,Telesales,570,
2319,557-61-3109,Sean Jones,2003-02-28,Divorced,B,2022-05-14,Port Caitlin,NM,Bank Slip,Online,647,
2320,832-40-1172,Andrew Brooks,1958-05-31,Single,C,2020-06-09,Chelseabury,ND,Direct Debit,Telesales,665,2023-08-03
2321,825-07-5747,Yvonne Greene,1983-05-10,Widowed,B,2015-07-10,Rodriguezchester,CA,Direct Debit,Online,461,2018-04-16
2322,068-10-6173,Anna Hoffman,1985-09-28,Divorced,D,2013-10-27,Davidsonfort,NC,Direct Debit,Telesales,369,
2323,892-94-2503,Robert Valenzuela,1961-04-03,Divorced,A,1992-07-08,South Lori,AL,Credit Card,Partner,779,2003-05-04
2324,867-02-1921,Shawn Massey,1996-01-22,Widowed,A,2016-02-13,West Anita,TX,Direct Debit,Partner,314,
2325,389-74-5718,Jeremy Hernandez,1978-08-20,Single,B,2017-09-15,Sextontown,UT,Bank Slip,Telesales,821,
2326,559-61-1618,Brittany Kelly,1966-12-11,Divorced,C,2006-08-31,Lauraside,MN,Bank Slip,Telesales,504,2014-06-05
2327,047-40-2062,Hannah Hartman,1959-01-16,Single,A,2007-09-22,Stephenfurt,OH,Bank Slip,Online,324,
2328,114-97-8842,Emily Lucas,1955-02-28,Single,A,1975-12-01,West Johnfurt,WV,Direct Debit,Online,553,
2329,776-05-5762,Lorraine Wheeler,2003-05-12,Widowed,B,2022-02-18,Carrollshire,DE,Bank Slip,Partner,820,
2330,624-49-6972,Kathleen Gray,1957-10-18,Single,D,2024-03-02,Smithport,FM,Credit Card,Physical Store,597,
2331,588-99-1420,Tamara Brock,1997-05-21,Single,D,2023-07-17,Reevesfort,AK,Bank Slip,Online,780,
2332,059-05-8090,Nicholas Johnson,2000-12-02,Single,C,2020-09-06,Port Eric,PW,Bank Slip,Partner,392,
2333,761-90-7934,Justin Li,1954-09-15,Divorced,C,2002-03-02,West Lacey,TX,Credit Card,Online,597,
2334,102-48-8324,Jackie Flores,1946-09-23,Married,C,1998-07-26,Wellsfurt,MN,Direct Debit,Partner,532,2002-08-21
2335,250-71-2781,David Hayes,1998-01-21,Single,A,2023-05-11,West Elizabeth,MN,Direct Debit,Telesales,488,
2336,891-99-8338,Brandon Rodriguez,1950-05-05,Divorced,B,2025-02-17,Deanside,TX,Direct Debit,Partner,805,
2337,078-30-7323,Ashley Davis,1947-03-10,Single,D,1967-11-20,Marthashire,HI,Direct Debit,Online,737,
2338,416-22-6694,Melissa Robinson,1981-09-28,Single,A,2015-06-16,Rosariostad,SD,Direct Debit,Online,736,2017-12-24
2339,034-58-6454,Michelle Riley,1954-04-11,Widowed,A,2001-12-07,South Jennifer,AL,Direct Debit,Physical Store,615,
2340,115-19-6679,Deborah Duran,1989-04-16,Married,A,2017-05-03,Washingtonbury,MO,Credit Card,Telesales,737,2019-04-12
2341,293-64-2266,Penny Whitehead,1994-08-13,Single,D,2013-09-19,Fosterbury,MA,Credit Card,Online,790,
2342,371-78-3434,Michael Jackson,1967-10-03,Single,A,1996-08-19,Lake Joseph,AK,Bank Slip,Partner,465,
2343,152-10-8964,Lucas White,1953-04-18,Married,C,2014-07-09,Scottburgh,ID,Credit Card,Partner,699,
2344,859-14-5278,Rodney Stephens,1947-06-18,Divorced,B,1997-02-27,Port Mercedesside,MI,Direct Debit,Physical Store,594,2007-05-13
2345,360-06-9897,Kathy Estes,2004-08-02,Single,A,2024-12-18,Annaton,DC,Bank Slip,Telesales,810,
2346,159-37-3227,Wesley Hays,2003-09-11,Widowed,C,2024-02-18,Heatherburgh,OH,Direct Debit,Physical Store,847,
2347,511-91-7145,David Rogers,1962-02-06,Divorced,D,1999-05-01,North Leemouth,WA,Direct Debit,Online,760,
2348,020-09-1374,Lacey Washington,1946-03-22,Married,B,2005-11-09,Howardmouth,PW,Bank Slip,Online,841,
2349,516-62-4354,William Alexander,1954-07-13,Divorced,A,2015-12-05,South Dennismouth,AL,Credit Card,Telesales,554,
2350,041-57-3091,Steven Mccarty,1984-10-19,Married,D,2003-02-25,Sharpburgh,IA,Bank Slip,Physical Store,626,
2351,350-74-2788,Corey Duncan,1953-04-03,Single,D,2002-08-31,Port Justinville,MN,Direct Debit,Physical Store,474,
2352,194-32-9874,Connie Gonzalez,1956-12-17,Divorced,D,2013-02-14,Jonesshire,NM,Direct Debit,Telesales,466,
2353,838-30-3862,Mr. Glenn Martin,1987-09-20,Single,B,2025-04-14,Beckburgh,SD,Direct Debit,Telesales,594,
2354,550-64-7647,Megan Baker,1988-11-17,Divorced,C,2018-02-02,West Tonya,VT,Direct Debit,Physical Store,541,
2355,217-14-7568,Paul Brown,2001-07-23,Single,D,2022-01-26,North Kevinmouth,RI,Direct Debit,Telesales,777,
2356,883-02-8223,David Alexander,1982-03-30,Married,D,2007-06-03,East Jessica,AR,Credit Card,Partner,516,
2357,746-67-2366,Michael Poole,2005-11-27,Widowed,A,2024-10-03,Port Loriburgh,IN,Direct Debit,Physical Store,449,
2358,870-08-9884,Brian Morales,1995-10-10,Married,A,2014-12-22,Stevenstad,WY,Bank Slip,Telesales,407,
2359,315-80-3340,Shannon Thornton,2006-02-22,Married,D,2024-07-10,Michaelchester,OH,Direct Debit,Online,360,
2360,896-18-6200,Brian Miller,1958-08-19,Divorced,C,2010-05-12,Johnsonmouth,VT,Direct Debit,Telesales,553,
2361,240-42-6095,Brooke Hernandez,1987-04-26,Single,D,2007-01-17,South Nicholeberg,CT,Credit Card,Partner,537,
2362,304-57-7982,Lisa Wilkinson,1947-08-07,Divorced,C,1983-10-01,North Joseph,WA,Bank Slip,Physical Store,583,
2363,484-01-9688,Marc Lewis,1956-10-03,Married,D,2009-06-05,Lake Michaelburgh,UT,Bank Slip,Partner,672,
2364,273-44-4057,Derek Johnston,1972-03-10,Widowed,A,1995-12-14,Carolville,ID,Bank Slip,Partner,392,2001-06-29
2365,317-86-2202,Michael Taylor,1982-04-30,Single,B,2014-11-22,Jordanburgh,MN,Bank Slip,Physical Store,615,
2366,034-30-9599,Robert Shaw,1953-06-09,Divorced,B,1989-08-04,South Kaitlin,ME,Credit Card,Telesales,835,
2367,686-24-8496,Crystal Pacheco,1992-12-15,Married,C,2013-10-23,North Jessica,MO,Bank Slip,Telesales,811,
2368,144-31-5451,Cynthia Cruz,1994-11-30,Single,C,2025-05-03,South Aliciaborough,FM,Credit Card,Telesales,439,2025-05-05
2369,082-61-9481,Aaron Schultz,1986-11-26,Married,D,2014-07-15,Lake Sierra,MT,Direct Debit,Telesales,465,
2370,028-69-8067,Andrea Schneider DVM,1954-09-30,Single,B,2010-02-01,Stonechester,VI,Credit Card,Online,719,
2371,350-88-0900,Julian Larson,1998-01-04,Single,A,2017-06-24,West Johnburgh,WI,Direct Debit,Partner,607,
2372,884-56-1064,Christina Barron,1995-07-02,Widowed,C,2019-06-23,Timborough,VA,Credit Card,Physical Store,661,
2373,657-06-5818,Alice Webb,1957-09-07,Married,B,2017-04-20,Williamview,MT,Direct Debit,Physical Store,812,
2374,046-60-9738,Jessica Oconnor,1977-02-26,Divorced,A,2021-11-19,Brownfort,MT,Bank Slip,Partner,804,
2375,563-10-0724,Benjamin Terrell,1991-10-11,Single,B,2013-09-13,South Ericaland,GU,Bank Slip,Partner,770,
2376,424-15-5975,Casey Mcpherson,1979-12-09,Divorced,B,1999-09-08,Lindseystad,NC,Bank Slip,Partner,409,
2377,460-04-6479,Brittany Davis,1945-07-13,Divorced,A,1971-12-08,Port Ann,WA,Bank Slip,Online,615,
2378,032-29-6237,Matthew Stanley,1990-04-06,Single,C,2008-10-17,Chapmanmouth,FL,Bank Slip,Partner,710,
2379,244-71-6421,Yolanda Wilson,1977-03-09,Single,B,2015-07-30,Jamesview,FM,Bank Slip,Telesales,308,
2380,428-10-8919,Charles Adams,1977-04-08,Widowed,A,2002-07-04,Robertshaven,FM,Credit Card,Physical Store,671,
2381,665-09-2186,Jill Yoder,1948-08-28,Divorced,B,2010-11-08,New Jenniferbury,TN,Bank Slip,Partner,622,
2382,591-81-9505,Joshua Jones,1960-08-01,Married,A,1997-12-22,Brownberg,RI,Credit Card,Telesales,484,2002-08-30
2383,514-73-5939,James Baldwin,1971-06-08,Widowed,D,1992-05-13,Lake Stevenport,CT,Credit Card,Physical Store,472,
2384,431-44-6440,Todd Shaffer,1992-07-19,Married,D,2017-11-28,Susanchester,FL,Direct Debit,Physical Store,614,
2385,265-54-8352,Jennifer Cooper,1953-12-31,Married,D,2013-07-17,Lestershire,ND,Credit Card,Partner,741,
2386,502-19-5782,Tammy Faulkner,1993-04-30,Married,D,2017-07-31,West Jamestown,AL,Bank Slip,Online,425,
2387,570-34-1806,David York,1988-05-13,Widowed,C,2011-01-06,Krausebury,CA,Bank Slip,Physical Store,558,
2388,846-74-5403,Bonnie Brown,2002-08-26,Single,A,2020-09-26,Stephanieville,OR,Direct Debit,Telesales,691,
2389,369-90-7558,Carla Douglas,1955-12-03,Divorced,A,2015-07-30,Jasonstad,PW,Bank Slip,Partner,546,
2390,718-08-5311,Michael Lamb,1978-09-23,Widowed,A,2018-12-25,West Cassieborough,NY,Bank Slip,Physical Store,532,
2391,160-12-1559,Michelle Schneider,1959-05-19,Single,B,1978-05-15,Lake Christina,OH,Direct Debit,Partner,606,
2392,239-57-5398,Anthony Hicks,1976-06-22,Single,C,2016-02-09,West Theresa,GU,Bank Slip,Physical Store,491,
2393,346-39-9265,Dylan May,1971-01-03,Divorced,D,2006-09-12,West Melissa,PA,Direct Debit,Telesales,378,
2394,701-27-4199,Amy Walker,1966-10-18,Single,C,2014-03-26,West Shane,IN,Credit Card,Partner,662,
2395,312-84-8272,Lisa Garza,1985-07-05,Widowed,A,2012-04-06,Julieton,PA,Direct Debit,Online,731,
2396,862-77-9247,Carolyn Sandoval,1970-08-12,Married,A,2008-09-12,South Steven,CA,Direct Debit,Telesales,825,
2397,258-81-8085,Deborah Nunez,1977-08-16,Married,C,2014-01-02,West Williamland,PA,Credit Card,Telesales,335,
2398,129-62-5149,Thomas Ramirez,1953-04-02,Divorced,B,1988-11-28,South Bryan,TX,Bank Slip,Telesales,426,1995-09-01
2399,151-10-8418,Victoria Gray,1948-09-03,Widowed,C,1971-12-22,West Corey,CO,Credit Card,Physical Store,686,
2400,696-95-5488,Kristina Henry,1954-12-17,Married,A,2013-03-18,North Thomas,AS,Credit Card,Telesales,679,
2401,502-91-1745,Sara Brown,1973-07-06,Divorced,C,2003-08-24,South Ricky,ND,Direct Debit,Partner,823,
2402,466-10-4974,Emily Salazar,1987-05-09,Widowed,A,2015-03-28,Terrymouth,TX,Bank Slip,Physical Store,350,
2403,753-38-4788,Sarah Phelps,1997-02-09,Single,A,2023-07-05,East Kellyberg,AR,Bank Slip,Online,790,
2404,659-31-1688,Matthew Vazquez,1955-10-07,Divorced,C,2009-10-12,Lewisside,MT,Direct Debit,Telesales,446,
2405,635-77-0081,Diane Mathis,1998-04-11,Widowed,B,2021-08-24,West Jameston,KY,Credit Card,Telesales,403,2023-04-05
2406,221-31-2429,Bianca Mcdonald,1951-10-31,Married,A,1999-11-07,Chenton,LA,Bank Slip,Partner,530,
